name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Tramontinaldo,72,24,2,72,0
Santi da Bruma,72,24,3,72,0
Túlio Changas,72,24,0,74,2
Sacramentinho,72,36,0,72,0
Assane Dioussé,72,22,0,80,8
Enock Kwateng,72,23,0,78,6
Axel Disasi,72,22,16,80,8
Gökhan Akkan,72,25,3,76,4
Fali,72,26,5,77,5
Álvaro Montero,72,25,1,78,6
Tomás Cardona,72,24,2,79,7
Jean Meneses,72,27,2,72,0
Gil Dias,72,23,3,77,5
Antonee Robinson,72,22,5,81,9
Kévin N'Doram,72,24,1,78,6
Francisco Geraldes,72,25,1,76,4
Mërgim Vojvoda,72,25,0,76,4
Christopher Ikonomidis,72,25,1,74,2
Maximiliano Romero,72,21,6,83,11
Bright Osayi-Samuel,72,22,5,80,8
Samuel Adegbenro,72,24,3,78,6
Henk Veerman,72,29,2,72,0
Florian Sotoca,72,29,1,72,0
Ivo Rodrigues,72,25,1,75,3
Mauricio Martínez,72,27,0,75,3
Pablo Aránguiz,72,23,8,81,9
Fabián Sambueza,72,31,1,72,0
Raúl Gudiño,72,24,8,79,7
Joevin Jones,72,28,3,72,0
Ben Godfrey,72,22,30,83,11
Stephy Mavididi,72,22,3,78,6
Leonardo Suárez,72,24,2,78,6
Bruno Gaspar,72,27,3,73,1
Khaled Narey,72,26,3,74,2
Adama Traoré,72,25,9,77,5
Jorge Sáenz,72,23,7,82,10
Daniel Crowley,72,22,1,78,6
Iago,72,28,0,75,3
Rico Henry,72,23,10,80,8
Víctor Salazar,72,27,1,74,2
Jordan Larsson,72,23,8,79,7
Karol Swiderski,72,23,1,77,5
Derrick Luckassen,72,25,2,76,4
Aaron Leya Iseka,72,22,6,76,4
Christian Chimino,72,32,2,72,0
Cristian Manea,72,22,7,82,10
Racine Coly,72,24,0,79,7
Efthymios Koulouris,72,24,4,75,3
Freddie Woodman,72,23,2,82,10
Cyriel Dessers,72,25,2,74,2
Cao Yunding,72,30,1,72,0
Jonathan Cabral,72,28,2,75,3
Carlos Gruezo,72,25,0,79,7
Marcel Sobottka,72,26,3,75,3
Matt Clarke,72,23,5,80,8
Jaïro Riedewald,72,23,5,75,3
Dawid Kownacki,72,23,7,80,8
Sebastiano Luperto,72,23,4,80,8
Hassane Kamara,72,26,4,75,3
Joel Pohjanpalo,72,25,6,74,2
Clifford Aboagye,72,25,5,77,5
Simone Scuffet,72,24,4,82,10
Dani Calvo,72,26,0,76,4
Farouk Ben Mustapha,72,31,0,73,1
Alexis Martín Arias,72,28,0,76,4
Yuya Kubo,72,26,2,73,1
Javier Güemez,72,28,0,73,1
Alen Halilovic,72,24,15,78,6
Samir,72,25,4,76,4
Edimilson Fernandes,72,24,4,79,7
Aleksandar Boljevic,72,24,0,76,4
Francesco Vicari,72,25,2,79,7
Jeremy Toljan,72,25,2,75,3
David Silva,72,33,0,72,0
Raúl Loaiza,72,26,0,77,5
Sebastián Sáez,72,35,0,72,0
Isaiah Brown,72,23,9,79,7
Kim Jin Su,72,28,3,73,1
Gonçalo Silva,72,29,0,73,1
Gyasi Zardes,72,28,11,72,0
Tom Lawrence,72,26,8,73,1
Mohammed Khalil Al Owais,72,28,2,73,1
Júlio Tavares,72,31,4,72,0
Eugeni,72,26,3,77,5
Gotoku Sakai,72,29,4,72,0
Insua,72,26,4,76,4
Patrick Bamford,72,26,9,75,3
Yassine Benzia,72,25,8,76,4
Sanjin Prcic,72,26,1,74,2
Jordon Ibe,72,24,5,77,5
Mirko Pigliacelli,72,27,0,76,4
Santiago Gentiletti,72,35,1,72,0
Ricardo Álvarez,72,32,4,72,0
Jores Okore,72,27,3,75,3
Janis Blaswich,72,29,0,74,2
Jón Gu?ni Fjóluson,72,31,2,72,0
Bobby Decordova-Reid,72,27,4,73,1
Jesé,72,27,18,72,0
Ludek Pernica,72,30,0,73,1
Frederik Sørensen,72,28,5,74,2
Tomáš Kalas,72,27,6,76,4
Bruno Uvini,72,29,3,73,1
Marcin Kaminski,72,28,3,74,2
Rodrigo Millar,72,38,0,72,0
Pelé,72,28,4,73,1
Escassi,72,31,3,72,0
Vid Belec,72,30,2,73,1
Ezequiel Schelotto,72,31,5,72,0
Luciano Narsingh,72,29,7,72,0
Sean Johnson,72,31,2,73,1
Samuel Armenteros,72,30,3,72,0
Pasquale Schiattarella,72,33,2,72,0
Riccardo Meggiorini,72,34,2,72,0
Roberto Gutiérrez,72,37,0,72,0
Michal Pazdan,72,32,3,72,0
Kyriakos Papadopoulos,72,28,5,72,0
Alex Smithies,72,30,1,73,1
Bracali,72,39,1,72,0
Federico Peluso,72,36,3,72,0
Brad Jones,72,38,1,72,0
Brad Guzan,72,35,2,72,0
Eduardo,72,37,3,72,0
Cristian Lucchetti,72,42,0,72,0
Aiden McGeady,72,34,6,72,0
Alex Cordaz,72,37,1,72,0
Rubén Castro,72,39,4,72,0
Stephan Lichtsteiner,72,36,11,72,0
Artur Boruc,72,40,25,72,0
Maarten Stekelenburg,72,37,2,72,0
Ángel Romero,71,29,0,71,0
Afsha,71,24,0,75,4
Efrén Mera,71,35,0,71,0
Brian Ocampo,71,21,0,78,7
Thiago Cardozo,71,23,0,79,8
Iván Franco,71,20,0,80,9
Darwin Núñez,71,21,2,82,11
Tanguy Kouassi,71,18,27,80,9
Nuno Tavares,71,20,40,84,13
Mateus Pasinato,71,28,0,71,0
Patricio Cucchi,71,27,0,72,1
Jonathan Rodríguez,71,30,0,71,0
Thierry Correia,71,21,5,79,8
Moncayola,71,22,0,81,10
Dino Hotic,71,25,0,75,4
Khalid Eissa,71,30,0,72,1
Abdulla Yusuf Helal,71,27,0,73,2
Manor Solomon,71,21,4,86,15
Sekou Koita,71,20,3,83,12
Agustín Urzi,71,20,14,86,15
Yoshinori Suzuki,71,27,0,71,0
Bryan Angulo,71,24,1,77,6
Mathías Suárez,71,24,1,76,5
Miguel Luís,71,21,3,83,12
Julián Álvarez,71,20,19,85,14
Lautaro Valenti,71,21,3,82,11
Pedro De la Vega,71,19,75,85,14
Kiril Despodov,71,23,1,77,6
Silas Wamangituka,71,20,9,83,12
Hendrik Weydandt,71,25,2,77,6
Adolfo Gaich,71,21,20,84,13
Billy Arce,71,22,2,84,13
Mohammed Kudus,71,19,24,86,15
Jan Hurtado,71,20,18,83,12
Denys Popov,71,21,9,84,13
Petar Musa,71,22,2,81,10
Tomáš Chory,71,25,0,74,3
Roman Procházka,71,31,0,71,0
Nazariy Rusyn,71,21,2,80,9
Sancet,71,20,2,85,14
Jayden Bogle,71,20,14,83,12
Georgiy Bushchan,71,26,5,76,5
Toni Borevkovic,71,23,1,80,9
Marios Vrousai,71,22,0,78,7
Amer Gojak,71,23,1,78,7
Nikola Katic,71,23,1,81,10
Peter Haring,71,27,2,75,4
Josip Vukovic,71,28,0,72,1
Albert Vallci,71,25,2,76,5
Luca Pellegrini,71,21,20,85,14
Rafael Camacho,71,20,3,86,15
Alexandru Cicâldau,71,23,1,79,8
Dragos Nedelcu,71,23,2,78,7
Riqui Puig,71,20,100,87,16
Alexis Saelemaekers,71,21,16,81,10
Håkon Evjen,71,20,2,84,13
Yassine Meriah,71,27,0,74,3
Cristian Ferreira,71,20,20,83,12
Mikkel Damsgaard,71,20,5,83,12
Antonio Bareiro,71,31,1,71,0
Álex Centelles,71,20,5,81,10
Ayrton Preciado,71,26,0,74,3
Joseph Paintsil,71,22,3,78,7
Hamed Junior Traorè,71,20,17,86,15
Kévin Zohi,71,23,3,80,9
Giannis Bouzoukis,71,22,1,80,9
Ander Guevara,71,23,2,80,9
Samuel Moutoussamy,71,23,2,77,6
Sergio Córdova,71,22,2,79,8
Szymon Zurkowski,71,22,6,80,9
Kai Wagner,71,23,0,74,3
Jonathan González,71,21,7,79,8
Dominik Frieser,71,26,0,72,1
Umut Bozok,71,23,0,76,5
Lewis Wing,71,25,1,77,6
Alexandre Guedes,71,26,1,73,2
Pedro Neto,71,20,10,84,13
Claudio Spinelli,71,23,3,79,8
Jack Elliott,71,24,1,75,4
Kevin Danso,71,21,4,80,9
Matheus Fernandes,71,22,5,83,12
Raoul Petretta,71,23,5,80,9
Oussama Haddadi,71,28,1,71,0
Philipp Förster,71,25,1,74,3
Gastón Togni,71,22,1,82,11
Carlinhos Junior,71,25,2,75,4
Joseph Willock,71,20,17,85,14
Mergim Berisha,71,22,0,79,8
Eddie Segura,71,23,4,79,8
Moussa Wagué,71,21,15,78,7
Frank Boya,71,24,3,78,7
Christian Ramirez,71,29,1,71,0
Facundo Medina,71,21,7,83,12
Marc Gual,71,24,2,78,7
Gastón Guruceaga,71,25,0,76,5
Robert Glatzel,71,26,2,74,3
Yan Valery,71,21,4,82,11
Nicolás Ibáñez,71,25,1,76,5
Darío Aimar,71,25,2,78,7
Túlio Sandoiro,71,24,0,71,0
Morgan Gibbs-White,71,20,19,84,13
Maximiliano Cuadra,71,25,8,76,5
Deyovaisio Zeefuik,71,22,1,78,7
Mamadou Fofana,71,22,1,79,8
Alberto Paleari,71,27,2,73,2
Dario Maresic,71,20,4,83,12
Yoann Salmier,71,27,1,74,3
Silvère Ganvoula,71,24,0,78,7
Nikola Dovedan,71,26,4,75,4
Salih Özcan,71,22,9,80,9
Kevin Bonifazi,71,24,4,79,8
Pedrinho,71,27,1,72,1
Josh Maja,71,21,15,80,9
Marko Pajac,71,27,1,71,0
Diogo Queirós,71,21,0,80,9
Jota,71,21,15,84,13
Jordan Lefort,71,26,0,75,4
Myziane Maolida,71,21,13,76,5
Dodô,71,21,10,82,11
Carlos Cáceda,71,28,2,71,0
Borja Lasso,71,26,1,74,3
Eduardo Fonseira,71,20,5,71,0
Alessio Castro-Montes,71,23,0,78,7
Lincoln,71,21,3,81,10
Miguel Barbieri,71,26,2,76,5
Yuma Suzuki,71,24,4,76,5
Koji Miyoshi,71,23,3,78,7
Ryota Nagaki,71,32,1,71,0
Keigo Higashi,71,30,1,71,0
Kento Hashimoto,71,26,5,72,1
Jay Dasilva,71,22,0,82,11
Damian Batallini,71,24,1,79,8
Musashi Suzuki,71,26,2,72,1
Miguelón,71,24,0,77,6
Josh Dasilva,71,21,7,81,10
Stefan Marinovic,71,28,2,73,2
Joe Aribo,71,24,3,80,9
Alan Mozo,71,23,8,78,7
Giuseppe Pezzella,71,22,3,80,9
Saberto Botelho,71,20,0,71,0
Nascimentardo,71,20,1,71,0
Tiago Pombeira,71,20,2,71,0
Dinei Peixo,71,24,0,73,2
Sanaldo Caiado,71,32,0,71,0
Arthur Silbeira,71,24,1,71,0
Eltildo Bessa,71,24,2,71,0
Jhonatan,71,29,0,72,1
Moon Seon Min,71,28,4,71,0
Dael Fry,71,22,7,82,11
Victorien Angban,71,23,0,80,9
Lukas Klünter,71,24,2,77,6
Florian Ayé,71,23,4,80,9
Unai Bilbao,71,26,1,75,4
Matheus Pereira,71,22,3,79,8
Thapelo Morena,71,26,0,73,2
Ezri Konsa,71,22,8,83,12
Lukáš Haraslín,71,24,2,76,5
Yojiro Takahagi,71,33,1,71,0
Konstantin Kerschbaumer,71,28,1,72,1
Baldomero Perlaza,71,28,1,74,3
Gil Alcalá,71,28,3,74,3
Juninho Bacuna,71,22,3,81,10
Jonathan Galván,71,28,2,74,3
Greg Taylor,71,22,10,82,11
Mohamed Fares,71,24,5,77,6
Filippo Romagna,71,23,5,81,10
Michalis Bakakis,71,29,2,71,0
Petar Stojanovic,71,24,3,75,4
Scott McKenna,71,23,7,80,9
Théo Valls,71,24,0,76,5
Aboubakar Kamara,71,25,5,75,4
Kevin Balanta,71,23,7,81,10
Ygor Nogueira,71,25,0,73,2
Nicolas Haas,71,24,2,74,3
Steve Mounié,71,25,7,75,4
Guillermo Beltrán,71,36,0,71,0
Rafael Defendi,71,36,1,71,0
Esteban Burgos,71,28,0,73,2
Leonardo Mancuso,71,28,3,71,0
Julian Pollersbeck,71,25,1,75,4
Orkan Çinar,71,24,3,77,6
Reziuan Mirzov,71,27,2,72,1
Ulisses Garcia,71,24,1,78,7
Benno Schmitz,71,25,2,74,3
Andres Tello,71,23,6,79,8
Oliver Hüsing,71,27,1,73,2
Tosin Adarabioyo,71,22,6,81,10
Craig Halkett,71,25,1,78,7
Eric,71,34,0,71,0
Omar Govea,71,24,5,76,5
Federico Melchiorri,71,33,0,71,0
Federico Mattiello,71,25,3,75,4
Ismaïl Aissati,71,31,2,71,0
Ethan Horvath,71,25,4,76,5
Joaquín Arzura,71,27,0,75,4
Sebastián Silva,71,29,2,73,2
Gibrán Lajud,71,26,1,76,5
Shusaku Nishikawa,71,34,1,71,0
Kendall Waston,71,32,2,71,0
Idris,71,35,1,71,0
Robert Skov,71,24,4,77,6
Darwin Andrade,71,29,3,71,0
Antony Silva,71,36,2,71,0
Yeison Gordillo,71,28,0,74,3
Rasmus Schüller,71,29,1,72,1
Raúl López,71,27,4,72,1
Bauyrzhan Islamkhan,71,27,3,72,1
Ismael Tajouri-Shradi,71,26,1,72,1
Kellyn Acosta,71,25,4,77,6
Mu Kanazaki,71,31,4,71,0
Kensuke Nagai,71,31,10,71,0
John Souttar,71,23,6,82,11
Nikola Ninkovic,71,25,3,76,5
Lewis Baker,71,25,7,76,5
Arnór Ingvi Traustason,71,27,2,71,0
Callum Paterson,71,25,6,75,4
Cristian Benavente,71,26,2,75,4
Carlinhos,71,26,7,75,4
Jehad Al Hussien,71,37,1,71,0
Jimmy Giraudon,71,28,1,73,2
Alfie Mawson,71,26,3,75,4
Kim In Seong,71,30,4,71,0
Jacob Murphy,71,25,4,73,2
Harrison Reed,71,25,3,78,7
Ryan Woods,71,26,0,76,5
Ruiz de Galarreta,71,26,3,74,3
Marcus Bettinelli,71,28,2,75,4
Wellington Nem,71,28,11,71,0
Isaac Cuenca,71,29,4,71,0
Barry Douglas,71,30,2,71,0
Santiago García,71,32,3,71,0
Raïs M'Bolhi,71,34,2,71,0
Kenneth Zohore,71,26,4,73,2
Akihiro Hayashi,71,33,2,71,0
Flavio Paixão,71,35,2,71,0
Marco Calderoni,71,31,3,71,0
Villalibre,71,22,2,78,7
Antonio Briseño,71,26,3,76,5
Markus Henriksen,71,28,4,72,1
Olcay Sahan,71,33,5,71,0
Manuel Iori,71,38,0,71,0
Esteban Conde,71,37,2,71,0
Kim Kwang Suk,71,37,0,71,0
Vassilis Torosidis,71,35,3,71,0
José Joaquín Martínez,71,33,6,71,0
Søren Rieks,71,33,3,71,0
Alexander Tettey,71,34,3,71,0
Javier Gandolfi,71,39,0,71,0
Yasuhito Endo,71,40,3,71,0
Maximiliano López,71,36,3,71,0
Giampaolo Pazzini,71,35,9,71,0
Lee Grant,71,37,3,71,0
Byron Palacios,70,25,0,71,1
Alfredo Ramúa,70,34,0,70,0
Luis Ayala,70,26,0,73,3
Ladislav Takács,70,24,1,75,5
Michael Sotillo,70,35,0,70,0
Edson Aubert,70,31,0,70,0
Mosa Lebusa,70,27,0,71,1
Tomás Ribeiro,70,21,2,82,12
Armando Méndez,70,24,0,77,7
Facundo Pellistri,70,18,8,86,16
Marcel Novick,70,36,0,70,0
Matías Espinoza,70,22,0,76,6
Eli Dasa,70,27,1,71,1
Hichem Boudaoui,70,20,2,80,10
Leonardo Fernández,70,21,6,78,8
Baher El Mohamady,70,23,0,75,5
Cheick Comara,70,26,1,73,3
Filipe Soares,70,21,0,78,8
Ladislav Krejcí,70,21,2,77,7
João Pedro,70,18,16,86,16
Fábio Silva,70,18,21,86,16
Lazar Randelovic,70,22,2,77,7
Santiago Herreyra,70,27,0,73,3
Carlos Lendezo,70,26,0,71,1
Luis Conderia,70,28,0,70,0
Anderson Niangbo,70,20,0,81,11
Charles De Ketelaere,70,19,6,84,14
Henrique Gomes,70,24,1,77,7
Nuno Santos,70,21,0,80,10
Samir Nurkovic,70,28,1,70,0
Guga Rodrigues,70,23,0,77,7
Fortune Makaringe,70,27,2,72,2
Mauro Fernández,70,31,1,70,0
Dante Stipica,70,29,0,73,3
Mohamed Diaby,70,23,1,77,7
Yaw Ackah,70,21,3,77,7
Catalin Golofca,70,30,0,70,0
Juan Escobar,70,25,5,76,6
Christian Oliva,70,24,2,76,6
Campuzano,70,23,2,81,11
Amos Pieper,70,22,4,77,7
Vakoun Issouf Bayo,70,23,1,76,6
Javier Méndez,70,25,0,73,3
Park Il Gyu,70,30,1,70,0
Gustavo Velázquez,70,29,0,70,0
Ignacio Aliseda,70,20,2,84,14
Ryan Gravenberch,70,18,34,87,17
Mollejo,70,19,4,83,13
Igor Diveev,70,20,6,83,13
Víctor Gómez,70,20,4,80,10
Nikolay Rasskazov,70,22,3,78,8
Sekou Gassama,70,25,1,75,5
Güven Yalçin,70,21,5,79,9
Marcel Ruiz,70,19,5,81,11
Yassine Benrahou,70,21,3,81,11
Milan Havel,70,25,0,74,4
Oleksiy Shevchenko,70,28,0,72,2
Mihai Bordeianu,70,28,0,71,1
Gonzalo Villar,70,22,6,81,11
Jaka Bijol,70,21,2,81,11
Keven Schlotterbeck,70,23,0,76,6
Moussa Djitté,70,20,3,81,11
Ibrahim Sissoko,70,24,0,76,6
Álex Díez,70,24,9,77,7
James Igbekeme,70,25,1,77,7
Vincent Pule,70,28,3,70,0
Yacine Adli,70,20,13,83,13
Ikoma Loïs Openda,70,20,6,82,12
Ali Gholizadeh,70,24,0,75,5
Dani Gómez,70,21,7,80,10
Alberto Soro,70,21,0,83,13
Luis Romo,70,25,5,77,7
Nicu?or Bancu,70,27,2,71,1
Klauss,70,23,2,76,6
Koki Anzai,70,25,0,75,5
Rayan Aït Nouri,70,19,31,85,15
Marko Mihojevic,70,24,1,79,9
Giangiacomo Magnani,70,24,2,77,7
Musa Barrow,70,21,21,81,11
Christoph Baumgartner,70,20,3,82,12
Eduard Bello,70,24,2,75,5
Kristijan Bistrovic,70,22,4,82,12
Jordan Sierra,70,23,6,77,7
Majeed Ashimeru,70,22,3,77,7
Stanley Nsoki,70,21,9,79,9
Vagner,70,24,3,77,7
Keaton Parks,70,22,3,81,11
Rogério,70,22,6,79,9
Tomás Belmonte,70,22,1,79,9
Jhon Arias,70,22,0,81,11
Nolaskoain,70,21,4,81,11
Jessy Deminguet,70,22,4,79,9
Thamsanqa Mkhize,70,31,2,70,0
Lutsharel Geertruida,70,20,4,81,11
Armando Obispo,70,21,2,79,9
Jamilu Collins,70,25,2,74,4
Nikola Maraš,70,24,2,78,8
Júnior Moreno,70,27,0,75,5
Ridle Baku,70,22,8,81,11
Ludovit Reis,70,20,12,83,13
Yildirim Mert Çetin,70,23,6,80,10
Mohamed Fouzair,70,28,2,70,0
Dimitrios Kolovetsios,70,28,1,71,1
Cheick Traoré,70,25,1,74,4
Gabrielzinho,70,24,1,76,6
Leo Štulac,70,25,0,77,7
Hassane Bandé,70,21,0,76,6
Marko Raguz,70,22,1,77,7
Tete Morente,70,23,2,79,9
Frank Onyeka,70,22,0,78,8
Dani de Wit,70,22,1,76,6
Yusupha Njie,70,26,2,71,1
Giannis Anestis,70,29,2,72,2
Abel Ruiz,70,20,15,84,14
Félix Eboa Eboa,70,23,0,74,4
Jonathan Clauss,70,27,0,70,0
Ibrahima Niane,70,21,5,82,12
Daniel Keita-Ruel,70,30,2,70,0
Alex Pinto,70,22,1,78,8
Idriz Voca,70,23,0,82,12
Fernando Fonseca,70,23,0,78,8
Michael Johnston,70,21,6,83,13
Hamza Mendyl,70,22,5,76,6
Conor Gallagher,70,20,8,84,14
Gabriel Carrasco,70,23,0,80,10
Albert Gu?mundsson,70,23,3,77,7
Yusuke Maruhashi,70,29,2,70,0
Ado Onaiwu,70,24,0,73,3
Vasyl Kravets,70,22,0,80,10
Jackson Yueill,70,23,1,78,8
Reggie Cannon,70,22,4,81,11
Cris Salvador,70,25,0,76,6
Eddie Nketiah,70,21,32,85,15
Aymen Barkok,70,22,2,81,11
Koke Vegas,70,24,0,78,8
Nilson Padilho,70,20,1,70,0
Ivan Zlobin,70,23,3,80,10
Juan Brunetta,70,23,4,80,10
Andrea Pinamonti,70,21,12,83,13
Fabio Depaoli,70,23,3,79,9
Berkay Özcan,70,22,0,77,7
Jean-Ricner Bellegarde,70,22,48,79,9
Andrea Beghetto,70,25,1,73,3
Sebastián Hernández,70,33,2,70,0
Antoine Bernede,70,21,1,81,11
Philippe Sandler,70,23,8,78,8
Luis Reyes,70,29,1,70,0
Diogo Costa,70,20,20,82,12
Markus Schubert,70,22,1,81,11
David Turnbull,70,21,3,84,14
Gonzalo Maroni,70,21,4,80,10
Allan Ardaújo,70,32,0,70,0
Jairo Farnias,70,20,0,70,0
Cristian Calderón,70,23,8,76,6
Maximiliano Lovera,70,21,0,79,9
Jesús Angulo,70,23,7,79,9
Robert Gumny,70,22,14,84,14
Alexis Vega,70,22,9,80,10
Kevin Mac Allister,70,22,2,80,10
Kamil Józwiak,70,22,11,81,11
Sei Muroya,70,26,4,72,2
Christian Rivera,70,24,1,78,8
Takahiro Kunimoto,70,22,2,79,9
Takuya Kida,70,25,3,73,3
Milton Valenzuela,70,21,3,80,10
Simen Juklerød,70,26,1,74,4
Kim Min Tae,70,26,0,72,2
Dimitris Chatziisaias,70,27,0,72,2
Santiago Mosquera,70,25,2,71,1
Ronald Matarrita,70,26,2,75,5
Jaroslaw Niezgoda,70,25,3,75,5
José Moya,70,27,1,73,3
Han Chan Hee,70,23,1,75,5
Ronaël Pierre-Gabriel,70,22,3,80,10
Adalberto Peñaranda,70,23,10,77,7
José Arnáiz,70,25,2,73,3
Rey Manaj,70,23,11,79,9
Adão Salvadaldo,70,24,1,70,0
Renaldo Justinho,70,24,0,70,0
Leôncio Lobeiro,70,20,0,72,2
João Barnierie,70,24,0,72,2
Vanderlei Cõembra,70,20,1,72,2
Nikola Stojiljkovic,70,27,1,70,0
Fran Villalba,70,22,1,80,10
Mauricio Lemos,70,24,6,74,4
Rodri Tarín,70,24,3,81,11
Tyler Roberts,70,21,6,81,11
Dmitriy Zhivoglyadov,70,26,1,75,5
Óscar Estupiñán,70,23,2,77,7
Brian Mansilla,70,23,3,78,8
Víctor Malcorra,70,33,0,70,0
Kieran Dowell,70,22,4,78,8
Olivier Boscagli,70,22,3,76,6
Dominic Solanke,70,22,11,78,8
Joel Tagueu,70,26,1,71,1
Raúl Guti,70,23,6,78,8
Valentin Jacob,70,26,0,74,4
Ben Whiteman,70,24,4,76,6
Krystian Bielik,70,22,7,82,12
Erick Aguirre,70,23,10,79,9
Sergi Canós,70,23,3,76,6
Timon Wellenreuther,70,24,6,76,6
Hakan Arslan,70,32,3,70,0
Stefano Moreo,70,27,2,73,3
Abdallah Gomaa,70,24,1,74,4
Yairo Moreno,70,25,4,73,3
Nahuel Leiva,70,23,5,77,7
Uroš Durdevic,70,26,2,73,3
Alexis Pérez,70,26,0,75,5
Franck Honorat,70,23,0,79,9
Guillermo Varela,70,27,3,71,1
Marcos Mauro,70,29,0,71,1
Jack Byrne,70,24,3,76,6
Djavan,70,32,1,70,0
Kieffer Moore,70,27,4,71,1
Pablo Velázquez,70,33,1,70,0
Bartosz Kapustka,70,23,9,77,7
Scott Hogan,70,28,4,70,0
Axel Werner,70,24,7,77,7
Washington Camacho,70,34,1,70,0
Mauro Bogado,70,35,1,70,0
Diego Rodríguez,70,31,0,71,1
Michal Nalepa,70,27,3,73,3
Jack Marriott,70,25,2,75,5
Gauthier Gallon,70,27,0,74,4
Valber Huerta,70,26,3,73,3
Christian Vilches,70,37,1,70,0
Ashley Fletcher,70,24,4,75,5
José Cevallos,70,25,3,74,4
Günay Güvenç,70,29,0,72,2
Jackson Irvine,70,27,1,72,2
Luis Manuel García,70,27,1,74,4
Per Kristian Bråtveit,70,24,0,74,4
Edison Flores,70,26,6,72,2
Kortney Hause,70,25,1,76,6
Filip Malbašic,70,27,7,70,0
Barrie McKay,70,25,2,72,2
Kévin Boli,70,29,1,71,1
Adrián Ortolá,70,26,3,75,5
Abdoulaye Ba,70,29,2,71,1
Zinho Gano,70,26,1,72,2
Jens Jønsson,70,27,4,70,0
Santiago Vergini,70,31,3,70,0
David Bingham,70,30,2,71,1
Emil Bergström,70,27,1,75,5
Adam Davies,70,28,1,74,4
Douglas Vieira,70,32,2,70,0
Bailey Wright,70,28,2,71,1
Jonathan Williams,70,26,3,72,2
José Antonio Madueña,70,30,3,70,0
Mark Gillespie,70,28,1,73,3
Andrea Seculin,70,30,0,71,1
Steven Caulker,70,28,6,72,2
Adama Traoré,70,30,12,70,0
Guram Kashia,70,33,3,70,0
Nwankwo Obiora,70,29,3,70,0
Damián Díaz,70,34,2,70,0
Jonathan Biabiany,70,32,4,70,0
Claudio Yacob,70,33,4,70,0
Kengo Nakamura,70,39,2,70,0
Johnny Herrera,70,39,1,70,0
Nicolás Spolli,70,37,2,70,0
Urby Emanuelson,70,34,5,70,0
Aldo Ramírez,70,39,0,70,0
Ashley Williams,70,35,2,70,0
Juan Manuel Olivera,70,38,0,70,0
Cristian Sapunaru,70,36,1,70,0
Jonás Gutiérrez,70,37,0,70,0
Nino,70,40,0,70,0
Simone Padoin,70,36,3,70,0
Stewart Downing,70,36,4,70,0
Mohamed Tijani,69,23,1,79,10
David Zima,69,19,4,82,13
Róbert Bozeník,69,20,3,81,12
Gadi Kinda,69,26,1,72,3
Leonardo,69,23,0,76,7
Jonathan Borja,69,26,2,72,3
Mohamed Hany,69,24,0,74,5
Robert Burbano,69,24,1,75,6
Andrés Montero,69,26,0,70,1
Sebastián Assís,69,27,0,70,1
Lukas Provod,69,23,0,78,9
Carlos Beltrán,69,29,0,69,0
Aldair Rodríguez,69,25,0,73,4
Byron Castillo,69,21,0,75,6
Carlos Arboleda,69,28,0,69,0
Moisés Corozo,69,27,0,72,3
Matías Zunino,69,30,0,69,0
Agustín Ocampo,69,22,0,80,11
Jorge Morel,69,22,0,82,13
Hernán Novick,69,31,0,69,0
Bruno Duarte,69,24,0,76,7
Shamar Nicholson,69,23,0,75,6
Joyskim Dawa Tchakonte,69,24,2,73,4
Joris Chotard,69,18,1,84,15
Tiago Djaló,69,20,7,84,15
Ismail Jakobs,69,20,11,82,13
Giorgos Athanasiadis,69,27,1,72,3
Willyan,69,25,0,74,5
Sven Botman,69,20,3,78,9
Randy Nteka,69,22,2,80,11
José Borgueray,69,30,0,70,1
Pedro Amaral,69,22,0,77,8
Luis Díaz,69,21,2,78,9
Álex Bermejo,69,21,1,80,11
Dejan Joveljic,69,20,1,80,11
Enzo Lombardo,69,23,1,78,9
Anderson Oliveira,69,22,1,78,9
Halil Dervisoglu,69,20,0,81,12
Luca Kilian,69,20,4,79,10
Richard Sánchez,69,24,4,74,5
Ionu? Pan?îru,69,24,0,75,6
Valentin Mihaila,69,20,1,78,9
Iulian Cristea,69,26,0,76,7
Andrei Chindri?,69,21,2,83,14
Andrei Miron,69,26,0,73,4
Valentin Cre?u,69,31,1,69,0
Alex Vigo,69,21,4,79,10
Dávid Hancko,69,22,4,81,12
Kai Pröger,69,28,1,69,0
Ousseynou Thioune,69,26,0,71,2
Aké Loba,69,22,2,78,9
Lassina Traoré,69,19,8,83,14
Adam Bareiro,69,24,1,77,8
Bafodé Diakité,69,19,3,82,13
Tomoki Iwata,69,23,0,77,8
Noriaki Fujimoto,69,30,1,69,0
Jérémy Doku,69,18,40,87,18
Beder Caicedo,69,28,1,70,1
Stiven Plaza,69,21,7,83,14
Ewoud Pletinckx,69,19,5,81,12
Henry Vaca,69,22,1,77,8
Shinnosuke Hatanaka,69,24,1,73,4
Kyogo Furuhashi,69,25,2,73,4
Farid El Melali,69,23,1,76,7
Javi Sánchez,69,23,3,80,11
Stoichkov,69,26,2,71,2
Diego Palacios,69,21,1,79,10
Eric García,69,19,75,85,16
Carlos Benavídez,69,22,0,79,10
Álex López,69,23,0,79,10
Javi Hernández,69,22,15,82,13
Eryc Castillo,69,25,4,72,3
Fashion Sakala,69,23,1,75,6
